order,url,page_type,section,opt_a_link,opt_a_text,opt_a_img,opt_b_link,opt_b_text,opt_b_img,other_images,other_text,match_taxon,match_common,image_credits
524,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=16&key=5,Option-page,Section: Carnivora,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=19&key=1,"A.  The alisphenoid canal is absent.  To determine this, pass a thin wire through any small holes in the region shown and look for it to come out on the same side of the skull.  If it doesn't, the canal is absent. 
B.  The total number of teeth one either side of the upper jaw is 5, 4 or 3.
C.  The auditory bulla is never rudimentary or constricted so that it appears to have two parts.  This constriction may be near the middle of the bulla or it may be on one end.
",http://archive.fieldmuseum.org/tanzania/Key_Images/Carnivora_5a.jpg,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=16&key=6,"A.  The alisphenoid canal may or may not be present.  To determine this, pass a thin wire through any small holes in the region shown and look for it to come out on the same side of the skull.  If it does, the canal is present.
B.  The total number of teeth in the upper toothrow on each side is 5 or 6.
C.  the auditory bulla is rudimentary or constricted so that it appears to have two parts.  This constriction may be near the middle of the bulla or it may be on one end.
",http://archive.fieldmuseum.org/tanzania/Key_Images/Carnivora_5b.jpg,,"['', '', '©R. Banasiak, P. Lai & L. Watson', '©L. Watson', 'Select', 'Select']",,,"©R. Banasiak, P. Lai & L. Watson | ©L. Watson"
520,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=16&key=4,Option-page,Section: Carnivora,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=18&key=1,"A.  The last tooth on either side of the upper jaw is very small in comparison to the tooth in front of it.
B.  The greatest length of the skull is longer than 200 mm.",http://archive.fieldmuseum.org/tanzania/Key_Images/Carnivora_4a.jpg,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=16&key=5,The greatest length of the skull is shorter than 200 mm.,http://archive.fieldmuseum.org/tanzania/Key_Images/Carnivora_4b.jpg,,"['', '', '©P. Lai & L. Watson', '©P. Lai & L. Watson', 'Select', 'Select']",,,©P. Lai & L. Watson | ©P. Lai & L. Watson
514,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=16&key=3,Option-page,Section: Carnivora,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=17&key=1,"For the upper and lower jaws combined, the total number of teeth behind the canine on each side is equal to, or more than 13.  ",http://archive.fieldmuseum.org/tanzania/Key_Images/Carnivora_3a.jpg,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=16&key=4,"For the upper and lower jaws combined, the total number of teeth behind the canine on each side is fewer than 13.",http://archive.fieldmuseum.org/tanzania/Key_Images/Carnivora_3b.jpg,,"['', '', '©L. Watson', '©P. Lai & L. Watson', 'Select', 'Select']",,,©L. Watson | ©P. Lai & L. Watson
500,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=16&key=1,Option-page,Section: Carnivora,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=16&key=2,"For the upper and lower jaws combined, the total number of teeth behind the canine on each side is equal to, or fewer than 7.",http://archive.fieldmuseum.org/tanzania/Key_Images/Carnivora_1a.jpg,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=16&key=3,"For the upper and lower jaws combined, the total number of teeth behind the canine on each side is more than 7.",http://archive.fieldmuseum.org/tanzania/Key_Images/Carnivora_1b.jpg,,"['', '', '©L. Watson', '©P. Lai & L. Watson', 'Select', 'Select']",,,©L. Watson | ©P. Lai & L. Watson
558,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=9,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_R_chrysopygus_9_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_R_chrysopygus_9_b.jpg,,Rhynchocyon,,
560,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=10,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_R_cirnei_10_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_R_cirnei_10_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_R_cirnei_10.jpg,,Rhynchocyon,,
562,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=606,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_R_udzungwensis_606_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_R_udzungwensis_606_b.jpg,,Rhynchocyon,,
563,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=11,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_R_petersi_11_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_R_petersi_11_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_R_petersi_11.jpg,,Rhynchocyon,,
561,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=4&key=5,Option-page,Section: Macroscelidea,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=606,"A.  The tail, feet and ears are mostly black.B.  The face is a variegated grey colour.C.  The jet black on the back is restricted to the rump and thighs.",http://archive.fieldmuseum.org/tanzania/Key_Images/Rhynchocyon_1_3a.jpg,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=11,"A.  The tail, feet, ears and head are orange-rufous.B.  The black on the back extends from the rump to the shoulders.",http://archive.fieldmuseum.org/tanzania/Key_Images/Rhynchocyon_1_3b.jpg,,"['', '', '©R. Banasiak', '©R. Banasiak', 'Select', 'Select']",,,©R. Banasiak | ©R. Banasiak
559,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=4&key=4,Option-page,Section: Macroscelidea,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=10,"A.  The dorsal pelage has a pattern of distinct dark and light spots and stripes.B.  In one form the spots are visible, but not distinct, and the forehead is a grizzled yellow and the chin and chest are orange-rufous.",http://archive.fieldmuseum.org/tanzania/Key_Images/Rhynchocyon_1_2a.jpg,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=4&key=5,"A.  The dorsal pelage has no pattern of distinct dark and light spots and stripes.B.  If very faint spots are present, the forehead is not grizzled yellow and the chin and chest are orange-rufous.",http://archive.fieldmuseum.org/tanzania/Key_Images/Rhynchocyon_1_2b.jpg,,"['', '', '©R. Banasiak', '©R. Banasiak', 'Select', 'Select']",,,©R. Banasiak | ©R. Banasiak
557,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=4&key=3,Option-page,Section: Macroscelidea,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=9,The rump is bright yellow.,http://archive.fieldmuseum.org/tanzania/Key_Images/Rhynchocyon_1_1a.jpg,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=4&key=4,The rump is not bright yellow.,http://archive.fieldmuseum.org/tanzania/Key_Images/Rhynchocyon_1_1b.jpg,,"['', '', '©R. Banasiak', '©R. Banasiak', 'Select', 'Select']",,,©R. Banasiak | ©R. Banasiak
565,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=8,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_P_tetradactylus_8_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_P_tetradactylus_8_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_P_tetradactylus_8.jpg,,Petrodromus,,
567,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=7,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_E_rufescens_7_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_E_rufescens_7_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_E_rufescens_7.jpg,,Elephantulus,,
568,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=4,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_E_brachyrhynchus_4_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_E_brachyrhynchus_4_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_E_brachyrhynchus_4.jpg,,Elephantulus,,
566,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=4&key=6,Option-page,Section: Macroscelidea,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=7,"A.  There is a pectoral gland present, indicated by a spot on the thorax different from the surrounding pelage.B.  The ears are long.C.  There are white rings around the eyes.D.  There is a brown mark behind the eye.E.  The snout is long.F.  The length of the tail is about the same as the length of the head and body.",http://archive.fieldmuseum.org/tanzania/Key_Images/Elephantulus_1_1a.jpg,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=4,A.  There is no pectoral gland present.B.  The ears are shorter.C.  There are no white rings around the eyes.D.  There is no brown mark behind the eye.E.  The snout is short.F.  The tail length shorter than the head and body.,http://archive.fieldmuseum.org/tanzania/Key_Images/Elephantulus_1_1b.jpg,,"['', '', '©R. Banasiak', '©R. Banasiak', 'Select', 'Select']",,,©R. Banasiak | ©R. Banasiak
564,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=4&key=2,Option-page,Section: Macroscelidea,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=8,"A.  The greatest length of the skull is longer than 50 mm.
B.  On each side of the upper jaw, the distance between the front of the first tooth to the back of the last tooth is greater than 20 mm.",http://archive.fieldmuseum.org/tanzania/Key_Images/Macroscel_2a.jpg,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=4&key=6,"A.  The greatest length of the skull is shorter than 50 mm.
B.  On each side of the upper jaw, the distance between the front of the first tooth to the back of the last tooth is less than 20 mm.
",http://archive.fieldmuseum.org/tanzania/Key_Images/Macroscel_2b.jpg,,"['', '', '©P. Lai', '©S. Malekar', 'Select', 'Select']",,,©P. Lai | ©S. Malekar
556,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=4&key=1,Option-page,Section: Macroscelidea,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=4&key=3,"A.  The bone around the eye region forms a point at the back of the region. 
B.  The front of the cranium extends past the longest teeth in the upper jaw.
C.  The bony palate has no perforations.",http://archive.fieldmuseum.org/tanzania/Key_Images/Macroscel_1a.jpg,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=4&key=2,"A.  The bone around the eye region does not form a point at the back of the region.
B.  The front of the cranium does not extend past the longest teeth in the upper jaw.
C.  The bony palate has perforations.",http://archive.fieldmuseum.org/tanzania/Key_Images/Macroscel_1b.jpg,,"['', '', '©P. Lai & S. Malekar', '©P. Lai, S. Malekar & L. Watson', 'Select', 'Select']",,,"©P. Lai & S. Malekar | ©P. Lai, S. Malekar & L. Watson"
572,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=9,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_R_chrysopygus_9_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_R_chrysopygus_9_b.jpg,,Rhynchocyon,,
574,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=10,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_R_cirnei_10_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_R_cirnei_10_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_R_cirnei_10.jpg,,Rhynchocyon,,
576,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=606,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_R_udzungwensis_606_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_R_udzungwensis_606_b.jpg,,Rhynchocyon,,
577,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=11,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_R_petersi_11_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_R_petersi_11_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_R_petersi_11.jpg,,Rhynchocyon,,
575,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=4&key=5,Option-page,Section: Macroscelidea,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=606,"A.  The tail, feet and ears are mostly black.B.  The face is a variegated grey colour.C.  The jet black on the back is restricted to the rump and thighs.",http://archive.fieldmuseum.org/tanzania/Key_Images/Rhynchocyon_1_3a.jpg,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=11,"A.  The tail, feet, ears and head are orange-rufous.B.  The black on the back extends from the rump to the shoulders.",http://archive.fieldmuseum.org/tanzania/Key_Images/Rhynchocyon_1_3b.jpg,,"['', '', '©R. Banasiak', '©R. Banasiak', 'Select', 'Select']",,,©R. Banasiak | ©R. Banasiak
573,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=4&key=4,Option-page,Section: Macroscelidea,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=10,"A.  The dorsal pelage has a pattern of distinct dark and light spots and stripes.B.  In one form the spots are visible, but not distinct, and the forehead is a grizzled yellow and the chin and chest are orange-rufous.",http://archive.fieldmuseum.org/tanzania/Key_Images/Rhynchocyon_1_2a.jpg,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=4&key=5,"A.  The dorsal pelage has no pattern of distinct dark and light spots and stripes.B.  If very faint spots are present, the forehead is not grizzled yellow and the chin and chest are orange-rufous.",http://archive.fieldmuseum.org/tanzania/Key_Images/Rhynchocyon_1_2b.jpg,,"['', '', '©R. Banasiak', '©R. Banasiak', 'Select', 'Select']",,,©R. Banasiak | ©R. Banasiak
571,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=4&key=3,Option-page,Section: Macroscelidea,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=9,The rump is bright yellow.,http://archive.fieldmuseum.org/tanzania/Key_Images/Rhynchocyon_1_1a.jpg,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=4&key=4,The rump is not bright yellow.,http://archive.fieldmuseum.org/tanzania/Key_Images/Rhynchocyon_1_1b.jpg,,"['', '', '©R. Banasiak', '©R. Banasiak', 'Select', 'Select']",,,©R. Banasiak | ©R. Banasiak
579,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=8,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_P_tetradactylus_8_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_P_tetradactylus_8_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_P_tetradactylus_8.jpg,,Petrodromus,,
581,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=7,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_E_rufescens_7_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_E_rufescens_7_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_E_rufescens_7.jpg,,Elephantulus,,
582,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=4,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_E_brachyrhynchus_4_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_E_brachyrhynchus_4_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_E_brachyrhynchus_4.jpg,,Elephantulus,,
580,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=4&key=6,Option-page,Section: Macroscelidea,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=7,"A.  There is a pectoral gland present, indicated by a spot on the thorax different from the surrounding pelage.B.  The ears are long.C.  There are white rings around the eyes.D.  There is a brown mark behind the eye.E.  The snout is long.F.  The length of the tail is about the same as the length of the head and body.",http://archive.fieldmuseum.org/tanzania/Key_Images/Elephantulus_1_1a.jpg,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=4,A.  There is no pectoral gland present.B.  The ears are shorter.C.  There are no white rings around the eyes.D.  There is no brown mark behind the eye.E.  The snout is short.F.  The tail length shorter than the head and body.,http://archive.fieldmuseum.org/tanzania/Key_Images/Elephantulus_1_1b.jpg,,"['', '', '©R. Banasiak', '©R. Banasiak', 'Select', 'Select']",,,©R. Banasiak | ©R. Banasiak
578,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=4&key=2,Option-page,Section: Macroscelidea,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=8,"A.  The greatest length of the skull is longer than 50 mm.
B.  On each side of the upper jaw, the distance between the front of the first tooth to the back of the last tooth is greater than 20 mm.",http://archive.fieldmuseum.org/tanzania/Key_Images/Macroscel_2a.jpg,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=4&key=6,"A.  The greatest length of the skull is shorter than 50 mm.
B.  On each side of the upper jaw, the distance between the front of the first tooth to the back of the last tooth is less than 20 mm.
",http://archive.fieldmuseum.org/tanzania/Key_Images/Macroscel_2b.jpg,,"['', '', '©P. Lai', '©S. Malekar', 'Select', 'Select']",,,©P. Lai | ©S. Malekar
570,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=4&key=1,Option-page,Section: Macroscelidea,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=4&key=3,"A.  The bone around the eye region forms a point at the back of the region. 
B.  The front of the cranium extends past the longest teeth in the upper jaw.
C.  The bony palate has no perforations.",http://archive.fieldmuseum.org/tanzania/Key_Images/Macroscel_1a.jpg,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=4&key=2,"A.  The bone around the eye region does not form a point at the back of the region.
B.  The front of the cranium does not extend past the longest teeth in the upper jaw.
C.  The bony palate has perforations.",http://archive.fieldmuseum.org/tanzania/Key_Images/Macroscel_1b.jpg,,"['', '', '©P. Lai & S. Malekar', '©P. Lai, S. Malekar & L. Watson', 'Select', 'Select']",,,"©P. Lai & S. Malekar | ©P. Lai, S. Malekar & L. Watson"
588,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=148,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_P_voeltzkowi_148_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_P_voeltzkowi_148_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Description_P_voeltzkowi_148_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Description_P_voeltzkowi_148_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Description_P_voeltzkowi_148_c.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_P_voeltzkowi_148.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_P_voeltzkowi_148_b.jpg,,Pteropus,,
589,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=147,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_P_seychellensis_147_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_P_seychellensis_147_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Description_P_seychellensis_147_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Description_P_seychellensis_147_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_P_seychellensis_147.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_P_seychellensis_147_b.jpg,,Pteropus,,
587,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=6&key=7,Option-page,Section: Megachiroptera (Pteropodidae),http://archive.fieldmuseum.org/tanzania/Species.asp?ID=148,A.  The head is a deep red colour and the belly is orange.B.  The ears are less than 27 mm.C.  The specimen was found on Pemba Island.,http://archive.fieldmuseum.org/tanzania/Key_Images/Pteropus_1_1a.jpg,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=147,A.  The mantle and belly are yellow.B.  The ears are greater than 27 mm.C.  The specimen was found on Mafia Islands.,http://archive.fieldmuseum.org/tanzania/Key_Images/Pteropus_1_1b.jpg,,"['', '', '©B. Stanley', '©B. Stanley', 'Select', 'Select']",,,©B. Stanley | ©B. Stanley
591,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=145,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_M_relicta_145_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Description_M_relicta_145_a.jpg,,Myonycteris,,
593,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=132,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_E_helvum_132_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_E_helvum_132_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Description_E_helvum_132_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_E_helvum_132.jpg,,Eidolon,,
595,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=149,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_R_aegyptiacus_149_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_R_aegyptiacus_149_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_R_aegyptiacus_149.jpg,,Rousettus,,
597,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=150,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_R_lanosus_150_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_R_lanosus_150_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Description_R_lanosus_150_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Description_R_lanosus_150_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_R_lanosus_150.jpg,,Rousettus,,
598,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=142,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_L_angolensis_142_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_L_angolensis_142_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Description_L_angolensis_142_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_L_angolensis_142.jpg,,Lissonycteris,,
596,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=6&key=9,Option-page,Section: Megachiroptera (Pteropodidae),http://archive.fieldmuseum.org/tanzania/Species.asp?ID=150,A.  The tibia is greater than 35 mm.B.  There is no collar of stiff hairs in males.C.  The tail is approximately 10 mm.D.  The cheek teeth are very narrow.,http://archive.fieldmuseum.org/tanzania/Key_Images/Rousettus_1_2a.jpg,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=142,A.  The tibia is less than 35 mm.B.  There is a collar of stiff hairs in adult males.C.  The tail is inconspicuous.D.  The cheek teeth are broad.,http://archive.fieldmuseum.org/tanzania/Key_Images/Rousettus_1_2b.jpg,,"['', '', '©R. Banasiak', '©R. Banasiak', 'Select', 'Select']",,,©R. Banasiak | ©R. Banasiak
594,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=6&key=8,Option-page,Section: Megachiroptera (Pteropodidae),http://archive.fieldmuseum.org/tanzania/Species.asp?ID=149,A.  The forearm is greater than 90 mm.B.  The dorsal pelage is sparse between the shoulders.C.  There is no collar of stiff hairs in males.,http://archive.fieldmuseum.org/tanzania/Key_Images/Rousettus_1_1a.jpg,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=6&key=9,A.  The forearm is less than 90 mm.B.  The dorsal pelage is not sparse between the shoulders.,http://archive.fieldmuseum.org/tanzania/Key_Images/Rousettus_1_1b.jpg,,"['', '', '©R. Banasiak', '©R. Banasiak', 'Select', 'Select']",,,©R. Banasiak | ©R. Banasiak
592,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=6&key=4,Option-page,Section: Megachiroptera (Pteropodidae),http://archive.fieldmuseum.org/tanzania/Species.asp?ID=132,"A.  The greatest length of the skull is longer than 50 mm (but shorter than 62 mm).
B.  On each side of the lower jaw, the length of the third from the last tooth is approximately equal to, or longer than the lengths of the two teeth behind it combined.",http://archive.fieldmuseum.org/tanzania/Key_Images/Chiro_Mega_4a.jpg,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=6&key=8,"A.  The greatest length of the skull is shorter than 50 mm (but longer than 35 mm)
B.  On each side of the lower jaw, the length of the third from the last tooth is shorter than the lengths of the two teeth behind it combined.
",http://archive.fieldmuseum.org/tanzania/Key_Images/Chiro_Mega_4b.jpg,,"['', '', '©R. Banasiak & L. Watson', '©L. Watson', 'Select', 'Select']",,,©R. Banasiak & L. Watson | ©L. Watson
590,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=6&key=3,Option-page,Section: Megachiroptera (Pteropodidae),http://archive.fieldmuseum.org/tanzania/Species.asp?ID=145,The greatest length of the skull is shorter than 35 mm.,http://archive.fieldmuseum.org/tanzania/Key_Images/Chiro_Mega_3a.jpg,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=6&key=4,The greatest length of the skull is longer than 35 mm (but shorter than 62 mm).,http://archive.fieldmuseum.org/tanzania/Key_Images/Chiro_Mega_3b.jpg,,"['', '', '©', '©P. Lai', 'Select', 'Select']",,,© | ©P. Lai
586,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=6&key=2,Option-page,Section: Megachiroptera (Pteropodidae),http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=6&key=7,The greatest length of the skull is longer than 62 mm.,http://archive.fieldmuseum.org/tanzania/Key_Images/Chiro_Mega_2a.jpg,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=6&key=3,The greatest length of the skull is shorter than 62 mm.,http://archive.fieldmuseum.org/tanzania/Key_Images/Chiro_Mega_2b.jpg,,"['', '', '©P. Lai', '©', 'Select', 'Select']",,,©P. Lai | ©
600,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=144,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_M_pusillus_144_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_M_pusillus_144_b.jpg,,Micropteropus,,
603,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=138,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_E_wahlbergi_138_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_E_wahlbergi_138_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Description_E_wahlbergi_138_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_E_wahlbergi_138.jpg,,Epomophorus,,
605,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=134,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_E_gambianus_134_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_E_gambianus_134_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Description_E_gambianus_134_a.jpg,,Epomophorus,,
607,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=135,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_E_labiatus_135_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_E_labiatus_135_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Description_E_labiatus_135_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_E_labiatus_135.jpg,,Epomophorus,,
